zone_lat,zone_lon,business_count,transport_count,population,biz_log,trans_log,pop_log,biz_score,trans_score,pop_score,zone_score,zone_type
12.19,76.32,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.19,76.35,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.19,76.41,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.19,76.42,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.19,76.43,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.2,75.8,5.0,0.0,1500.0,1.791759469228055,0.0,7.313886831633462,0.322893296436372,0.0,0.6438401982214803,0.3222120583084297,Opportunity Zone
12.2,75.81,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.2,76.14,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.2,76.18,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.2,76.19,4.0,0.0,1200.0,1.6094379124341003,0.0,7.0909098220799835,0.2900370958716978,0.0,0.6242115704706621,0.30548517842624107,Opportunity Zone
12.2,76.33,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.2,76.35,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.2,76.38,5.0,2.0,2500.0,1.791759469228055,1.0986122886681098,7.824445930877619,0.322893296436372,0.3199232330374462,0.6887846278015759,0.4499157402245693,Balanced Zone
12.2,76.43,2.0,2.0,1600.0,1.0986122886681098,1.0986122886681098,7.3783837129967145,0.19798111827274653,0.3199232330374462,0.6495178475805023,0.3986987136981059,Balanced Zone
12.21,76.16,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.21,76.2,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.21,76.26,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.21,76.28,5.0,0.0,1500.0,1.791759469228055,0.0,7.313886831633462,0.322893296436372,0.0,0.6438401982214803,0.3222120583084297,Opportunity Zone
12.21,76.31,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.21,76.34,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.21,76.39,3.0,1.0,1400.0,1.3862943611198906,0.6931471805599453,7.244941546337007,0.24982435632725103,0.20184908658209985,0.637770956630304,0.3688143220225166,Balanced Zone
12.22,76.13,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.22,76.14,4.0,1.0,1700.0,1.6094379124341003,0.6931471805599453,7.438971592395862,0.2900370958716978,0.20184908658209985,0.6548513881698164,0.38685629492468,Balanced Zone
12.22,76.15,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.22,76.18,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.22,76.2,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.22,76.41,3.0,2.0,1900.0,1.3862943611198906,1.0986122886681098,7.550135342488429,0.24982435632725103,0.3199232330374462,0.6646371139463058,0.4195434283424885,Balanced Zone
12.22,76.66,0.0,2.0,1000.0,0.0,1.0986122886681098,6.90875477931522,0.0,0.3199232330374462,0.608176493426065,0.3248349042622289,Opportunity Zone
12.23,76.13,1.0,2.0,1300.0,0.6931471805599453,1.0986122886681098,7.170888478512505,0.12491217816362551,0.3199232330374462,0.6312520778228249,0.3703850122501825,Balanced Zone
12.23,76.28,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.23,76.31,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.23,76.35,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.23,76.36,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.24,75.92,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.24,76.13,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.24,76.19,4.0,0.0,1200.0,1.6094379124341003,0.0,7.0909098220799835,0.2900370958716978,0.0,0.6242115704706621,0.30548517842624107,Opportunity Zone
12.24,76.2,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.24,76.34,4.0,0.0,1200.0,1.6094379124341003,0.0,7.0909098220799835,0.2900370958716978,0.0,0.6242115704706621,0.30548517842624107,Opportunity Zone
12.24,76.38,4.0,0.0,1200.0,1.6094379124341003,0.0,7.0909098220799835,0.2900370958716978,0.0,0.6242115704706621,0.30548517842624107,Opportunity Zone
12.25,76.14,0.0,3.0,1500.0,0.0,1.3862943611198906,7.313886831633462,0.0,0.4036981731641997,0.6438401982214803,0.36663842998498797,Balanced Zone
12.25,76.16,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.25,76.22,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.25,76.27,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.25,76.33,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.26,76.14,3.0,1.0,1400.0,1.3862943611198906,0.6931471805599453,7.244941546337007,0.24982435632725103,0.20184908658209985,0.637770956630304,0.3688143220225166,Balanced Zone
12.26,76.2,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.26,76.25,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.26,76.27,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.26,76.38,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.26,76.42,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.26,76.64,7.0,1.0,2600.0,2.0794415416798357,0.6931471805599453,7.8636512654486515,0.3747365344908765,0.20184908658209985,0.692235866652084,0.4253506939792273,Balanced Zone
12.27,76.18,2.0,2.0,1600.0,1.0986122886681098,1.0986122886681098,7.3783837129967145,0.19798111827274653,0.3199232330374462,0.6495178475805023,0.3986987136981059,Balanced Zone
12.27,76.22,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.27,76.31,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.27,76.61,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.27,76.62,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.27,76.63,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.27,76.64,3.0,1.0,1400.0,1.3862943611198906,0.6931471805599453,7.244941546337007,0.24982435632725103,0.20184908658209985,0.637770956630304,0.3688143220225166,Balanced Zone
12.27,76.65,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.28,76.17,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.28,76.24,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.28,76.28,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.28,76.36,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.28,76.39,2.0,2.0,1600.0,1.0986122886681098,1.0986122886681098,7.3783837129967145,0.19798111827274653,0.3199232330374462,0.6495178475805023,0.3986987136981059,Balanced Zone
12.28,76.41,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.28,76.42,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.28,76.45,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.28,76.6,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.28,76.62,6.0,2.0,2800.0,1.9459101490553132,1.0986122886681098,7.937731775260109,0.3506728181925905,0.3199232330374462,0.6987571611729488,0.4617399834314154,Balanced Zone
12.28,76.63,13.0,0.0,3900.0,2.6390573296152584,0.0,8.268988209506656,0.475584996356216,0.0,0.7279176080320651,0.3974466617180875,Balanced Zone
12.28,76.64,14.0,0.0,4200.0,2.70805020110221,0.0,8.343077871169383,0.4880182141444443,0.0,0.7344397081888212,0.4034593621094207,Balanced Zone
12.28,76.65,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.29,76.16,3.0,1.0,1400.0,1.3862943611198906,0.6931471805599453,7.244941546337007,0.24982435632725103,0.20184908658209985,0.637770956630304,0.3688143220225166,Balanced Zone
12.29,76.26,0.0,2.0,1000.0,0.0,1.0986122886681098,6.90875477931522,0.0,0.3199232330374462,0.608176493426065,0.3248349042622289,Opportunity Zone
12.29,76.27,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.29,76.42,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.29,76.46,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.29,76.59,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.29,76.61,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.29,76.62,7.0,0.0,2100.0,2.0794415416798357,0.0,7.650168700845001,0.3747365344908765,0.0,0.6734430332551052,0.34812602198654974,Balanced Zone
12.29,76.63,32.0,1.0,10100.0,3.4965075614664802,0.6931471805599453,9.220389707829185,0.630106256964848,0.20184908658209985,0.8116693180829827,0.5437633187222333,Commercial Zone
12.29,76.64,10.0,3.0,4500.0,2.3978952727983707,1.3862943611198906,8.412054873292933,0.4321251386921015,0.4036981731641997,0.7405117418068244,0.5301110118474889,Commercial Zone
12.29,76.65,16.0,1.0,5300.0,2.833213344056216,0.6931471805599453,8.575650760987806,0.5105738866634614,0.20184908658209985,0.7549130596267998,0.4880389171721533,Balanced Zone
12.29,76.66,3.0,1.0,1400.0,1.3862943611198906,0.6931471805599453,7.244941546337007,0.24982435632725103,0.20184908658209985,0.637770956630304,0.3688143220225166,Balanced Zone
12.29,76.67,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.29,76.68,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.3,75.88,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.3,76.18,3.0,2.0,1900.0,1.3862943611198906,1.0986122886681098,7.550135342488429,0.24982435632725103,0.3199232330374462,0.6646371139463058,0.4195434283424885,Balanced Zone
12.3,76.22,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.3,76.27,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.3,76.29,9.0,1.0,3200.0,2.302585092994046,0.6931471805599453,8.071218539969863,0.41494927403532333,0.20184908658209985,0.7105079780818123,0.44380975484296625,Balanced Zone
12.3,76.3,4.0,0.0,1200.0,1.6094379124341003,0.0,7.0909098220799835,0.2900370958716978,0.0,0.6242115704706621,0.30548517842624107,Opportunity Zone
12.3,76.42,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.3,76.55,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.3,76.6,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.3,76.61,3.0,2.0,1900.0,1.3862943611198906,1.0986122886681098,7.550135342488429,0.24982435632725103,0.3199232330374462,0.6646371139463058,0.4195434283424885,Balanced Zone
12.3,76.62,11.0,5.0,5800.0,2.4849066497880004,1.791759469228055,8.665785595466064,0.44780547459999753,0.521772319619546,0.762847613583274,0.5839586190009862,Commercial Zone
12.3,76.63,29.0,7.0,12200.0,3.4011973816621555,2.0794415416798357,9.409273194575334,0.6129303923080698,0.6055472597462995,0.8282966988925167,0.6857245032160065,Commercial Zone
12.3,76.64,30.0,10.0,14000.0,3.4339872044851463,2.3978952727983707,9.546884034617925,0.6188394521806215,0.6982831123151737,0.8404105574426987,0.7241946200694417,Commercial Zone
12.3,76.65,21.0,4.0,8300.0,3.091042453358316,1.6094379124341003,9.024131268455035,0.5570373168557271,0.4686790650623293,0.7943927214636897,0.6091863203408248,Commercial Zone
12.3,76.66,5.0,1.0,2000.0,1.791759469228055,0.6931471805599453,7.601402334583733,0.322893296436372,0.20184908658209985,0.669150138431467,0.40171771768565995,Balanced Zone
12.3,76.67,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.3,76.68,7.0,2.0,3100.0,2.0794415416798357,1.0986122886681098,8.03947991910045,0.3747365344908765,0.3199232330374462,0.7077140327525713,0.47209400337376906,Balanced Zone
12.3,76.69,4.0,0.0,1200.0,1.6094379124341003,0.0,7.0909098220799835,0.2900370958716978,0.0,0.6242115704706621,0.30548517842624107,Opportunity Zone
12.3,76.7,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.3,76.71,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.31,76.22,2.0,1.0,1100.0,1.0986122886681098,0.6931471805599453,7.00397413672268,0.19798111827274653,0.20184908658209985,0.6165586370603613,0.3458370387566853,Balanced Zone
12.31,76.25,1.0,1.0,800.0,0.6931471805599453,0.6931471805599453,6.68586094706836,0.12491217816362551,0.20184908658209985,0.5885551877592238,0.3141151494685509,Opportunity Zone
12.31,76.28,8.0,0.0,2400.0,2.1972245773362196,0.0,7.783640596221253,0.39596223654549306,0.0,0.6851925412191012,0.3586060603903333,Balanced Zone
12.31,76.29,12.0,0.0,3600.0,2.5649493574615367,0.0,8.188966863648876,0.4622299853561963,0.0,0.7208733427371485,0.3909746655648608,Balanced Zone
12.31,76.3,5.0,0.0,1500.0,1.791759469228055,0.0,7.313886831633462,0.322893296436372,0.0,0.6438401982214803,0.3222120583084297,Opportunity Zone
12.31,76.31,5.0,0.0,1500.0,1.791759469228055,0.0,7.313886831633462,0.322893296436372,0.0,0.6438401982214803,0.3222120583084297,Opportunity Zone
12.31,76.33,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.31,76.37,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.31,76.45,1.0,2.0,1300.0,0.6931471805599453,1.0986122886681098,7.170888478512505,0.12491217816362551,0.3199232330374462,0.6312520778228249,0.3703850122501825,Balanced Zone
12.31,76.6,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.31,76.61,5.0,0.0,1500.0,1.791759469228055,0.0,7.313886831633462,0.322893296436372,0.0,0.6438401982214803,0.3222120583084297,Opportunity Zone
12.31,76.62,9.0,2.0,3700.0,2.302585092994046,1.0986122886681098,8.216358332386156,0.41494927403532333,0.3199232330374462,0.7232846090128463,0.48960752692819937,Balanced Zone
12.31,76.63,3.0,2.0,1900.0,1.3862943611198906,1.0986122886681098,7.550135342488429,0.24982435632725103,0.3199232330374462,0.6646371139463058,0.4195434283424885,Balanced Zone
12.31,76.64,9.0,7.0,6200.0,2.302585092994046,2.0794415416798357,8.732465848349879,0.41494927403532333,0.6055472597462995,0.76871746476124,0.6054774357882358,Commercial Zone
12.31,76.65,30.0,3.0,10500.0,3.4339872044851463,1.3862943611198906,9.259225769705994,0.6188394521806215,0.4036981731641997,0.8150880499218129,0.6122270137342908,Commercial Zone
12.31,76.66,25.0,6.0,10500.0,3.258096538021482,1.9459101490553132,9.259225769705994,0.5871421635198218,0.5666620267290895,0.8150880499218129,0.6597551758837624,Commercial Zone
12.31,76.67,6.0,1.0,2300.0,1.9459101490553132,0.6931471805599453,7.741099090035366,0.3506728181925905,0.20184908658209985,0.6814476197558791,0.41435569267606975,Balanced Zone
12.31,76.68,4.0,0.0,1200.0,1.6094379124341003,0.0,7.0909098220799835,0.2900370958716978,0.0,0.6242115704706621,0.30548517842624107,Opportunity Zone
12.31,76.69,7.0,0.0,2100.0,2.0794415416798357,0.0,7.650168700845001,0.3747365344908765,0.0,0.6734430332551052,0.34812602198654974,Balanced Zone
12.31,76.7,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.32,75.89,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.32,76.28,3.0,0.0,900.0,1.3862943611198906,0.0,6.803505257608338,0.24982435632725103,0.0,0.5989113961558435,0.2845662955527205,Opportunity Zone
12.32,76.34,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.32,76.36,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
12.32,76.59,2.0,0.0,600.0,1.0986122886681098,0.0,6.398594934535208,0.19798111827274653,0.0,0.56326721014769,0.25653785903351545,Opportunity Zone
